Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Date de création;Date dernière MAJ;geo_shape;geo_point_2d
CP001755;;75008;9;3;Foncière Raynouard;REHABILITATION_IMMEUBLE;Réhabilitation Immeuble de bureaux;9 rue d'Argenson;;2020-10-27;2021-12-31;RESTREINTE;BUS renvoyés en circulation générale. Maintien de 3,50m de circulation.;2;2;;2020-10-06;2020-10-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.31670767766075, 48.874775047256456], [2.316778618087344, 48.87481209667106], [2.316874197676436, 48.87473078694602], [2.316810521848759, 48.874689972140715], [2.316708398851701, 48.87477505137311], [2.31670767766075, 48.874775047256456]]]}";48.8747519782,2.31679239815
CP002162;457217;75002;11;2;Climespace;ENTRETIEN_RESEAU;;bd Poissonnière;entre les rues St Fiacre et du Sentier.;2021-11-02;2021-12-17;RESTREINTE;Maintien d'une file de circulation par sens.;2;2;;2021-10-11;2021-10-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.346631022695239, 48.87074645240654], [2.345982715733459, 48.87085564321337], [2.346076720905095, 48.87114603839912], [2.346765716490203, 48.871037068255696], [2.346631022695239, 48.87074645240654]]]}";48.8709474802,2.34636582378
CP001732;;75004;11;1;Affaires culturelles;REHABILITATION_IMMEUBLE;;rue des archives;du n°22 au n°26;2020-11-02;2022-02-02;RESTREINTE;Maintien d'une file  de circulation;2;2;;2020-09-03;2020-09-03;"{""type"": ""Polygon"", ""coordinates"": [[[2.354993175248282, 48.858176077945615], [2.355067376364266, 48.8581538718199], [2.355010845017086, 48.85805957609765], [2.354938027205364, 48.85796995100735], [2.354909033281176, 48.857981692208895], [2.354872781444695, 48.85799696379475], [2.354842205378564, 48.85799084975331], [2.354820466588365, 48.857999061428174], [2.354807432495538, 48.85803230396878], [2.354931918409666, 48.85817217823224], [2.354993175248282, 48.858176077945615]]]}";48.8580775148,2.35493640658
CP002005;;75010;11;2;Enedis;ENTRETIEN_RESEAU;Renouvellement du réseau.;Rue de la Grange aux Belles;entre la place du Colonel Fabien et la rue Vicq d'Azir.;2021-08-16;2021-09-22;SENS_UNIQUE;depuis la place du Colonel Fabien jusqu'à la rue Vicq d'Azir.;1;3;;2021-06-01;2021-10-15;"{""type"": ""Polygon"", ""coordinates"": [[[2.36992509117947, 48.87767235614384], [2.370042394814589, 48.87758606289556], [2.369969096099133, 48.87756009834206], [2.369670363695037, 48.87726459419459], [2.369572861802336, 48.87731518535195], [2.36992509117947, 48.87767235614384]]]}";48.8774686754,2.36980150277
CP001741;350656;75020;10;2;RATP;TRAVAUX_OUVRAGE;Aménagement de la sortie de la station Pyrénées.;389-401 rue des Pyrénées;entre les rues de Belleville et de la Mare;2020-09-21;2021-10-19;RESTREINTE;Maintien d'une file par sens.;2;2;;2020-09-21;2021-09-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.387550404515506, 48.87381481298314], [2.387547160939511, 48.873783863795396], [2.38537260434688, 48.87388336408119], [2.385449890125758, 48.873906365648196], [2.387550404515506, 48.87381481298314]]]}";48.8738457336,2.38650860388
CP002100;;75004;11;2;EDP;CREATION_RESEAUX;remplacement de canalisation;rue de Rivoli;du n°32 au n°34;2021-08-30;2022-04-29;RESTREINTE;neutralisation de la coronapiste, ouverture à la circulation générale.;1;2;;2021-07-15;2021-07-15;"{""type"": ""Polygon"", ""coordinates"": [[[2.357055213869297, 48.8561671189479], [2.356749067543028, 48.85625404980015], [2.356784846233512, 48.85632134450341], [2.357433876493112, 48.85613694356754], [2.357304118229659, 48.856104037348786], [2.357055213869297, 48.8561671189479]]]}";48.8562055842,2.35706276893
CP001872;215168;75010;11;3;SNCF;REHABILITATION_IMMEUBLE;Aire de déchargement;rue La Fayette;du 168 au 174;2021-03-15;2023-12-29;RESTREINTE;neutralisation d'une voie de circulation;2;2;;2021-02-22;2021-02-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.35895287211234, 48.879756493159775], [2.3589676960747052, 48.87978322333163], [2.359676840200636, 48.87996976253706], [2.359709142625614, 48.87992472501219], [2.358962567558234, 48.87973084667135], [2.35895287211234, 48.879756493159775]]]}";48.8798518765,2.35932886261
CP002161;483164;75010;11;2;CPCU;ENTRETIEN_RESEAU;Réparation de fuite.;199 rue La Fayette;;2021-10-22;2021-11-26;RESTREINTE;Neutralisation de la voie bus.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/NE04 INFO RIVE.pdf;2021-10-11;2021-10-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.363120955673701, 48.88097321877045], [2.36311598049849, 48.880937499681096], [2.362905580387697, 48.8808840319943], [2.362887163185636, 48.88091486735417], [2.363120955673701, 48.88097321877045]]]}";48.8809275602,2.36300682954
CP002140;;75015;13;1;Mission Vélo;REAMENAGEMENT_VOIRIE;Aménagement Piste cyclable;Place du Moulin de Javel;Carrefour Place du Moulin de Javel/ Rue Louis Blanc/Quai André Citroen;2021-09-20;2021-11-10;RESTREINTE;"Travaux par phases. Maintien de 2 voies de circulation autour de l'anneau.
Du 28/09 au 22/10, Barrage de rue Le Blanc angle Place du Moulin de Javel.";2;2;;2021-09-02;2021-10-21;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.27139978757978, 48.84017255515391], [2.27143477576851, 48.840378109359186], [2.27207608315799, 48.84027687244452], [2.271985928917681, 48.84013137825432], [2.272089823007935, 48.8400675902571], [2.27216621054346, 48.84003404618918], [2.272144963591717, 48.84000350552883], [2.271734507416791, 48.84008153265558], [2.27139978757978, 48.84017255515391]]], [[[2.27143477576851, 48.840378109359186], [2.271432164869802, 48.84037852155856], [2.271434848804175, 48.84037853790525], [2.27143477576851, 48.840378109359186]]]]}";48.8402026603,2.27174891818
CP001507;;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;;avenue Montaigne, rue François 1er;du n°30 au n°32, n°15;2019-09-03;2021-11-30;RESTREINTE;Modification des files de circulation, fermeture de la contre allée lors des livraisons et du 05/07 au 30/11 pour la dépose de l'échafaudage entre 7h et 19h.;2;2;;2019-09-20;2021-06-14;"{""type"": ""Polygon"", ""coordinates"": [[[2.306634984499521, 48.86672905934554], [2.30663316528535, 48.86673023864299], [2.306453342938334, 48.86682675705592], [2.306384818521744, 48.8668263599567], [2.306040857370859, 48.866654230263336], [2.305896671045372, 48.866783078259694], [2.3063498416049, 48.86701532954379], [2.306715404125792, 48.86678425408853], [2.306634984499521, 48.86672905934554]]]}";48.8668338609,2.30627568274
CP001892;223273;75014;12;3;RIVP;REHABILITATION_IMMEUBLE;Démolition et Reconstruction;Rue Emile Dubois;Au N°1;2021-04-06;2023-04-30;RESTREINTE;"Circulation inchangée. Neutralisation du trottoir impair et du Stationnement
Renvoi piétons en vis- à -vis.";2;2;;2021-03-09;2021-03-09;"{""type"": ""Polygon"", ""coordinates"": [[[2.337733629555546, 48.831408352389694], [2.3377108047876742, 48.831407912119026], [2.33770621185114, 48.83142898417378], [2.337702672568958, 48.83144260896007], [2.337704963837041, 48.831452801648986], [2.337325221833123, 48.83154566838706], [2.337350258366161, 48.83156191217227], [2.3374571589641793, 48.83153566262489], [2.337480030940097, 48.831547506352386], [2.337564428910427, 48.83152386345128], [2.3376476242143083, 48.83150116176915], [2.337810319444368, 48.83146192365722], [2.337783480841688, 48.8314183092696], [2.337762661485208, 48.83141153054027], [2.337733629555546, 48.831408352389694]]]}";48.8314881231,2.33760874384
CP001565;;75018;9;3;Immobilière  3F;CONSTRUCTION_IMMEUBLE;;Rue du Poteau;N°106;2020-01-06;2021-12-27;RESTREINTE;neutralisation de la voie bus;2;2;;2019-12-03;2021-04-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.3376812938447, 48.897636979456934], [2.337730510823177, 48.89759799006167], [2.337874885258089, 48.89745483164698], [2.337813780200519, 48.89743545790621], [2.3376236007844913, 48.897633090982154], [2.3376812938447, 48.897636979456934]]]}";48.8975371569,2.33775284317
CP001672;;75001;11;3;LOUVRE-SAINT HONORE;REHABILITATION_IMMEUBLE;;rue Saint Honoré;n°151;2020-07-06;2024-10-30;RESTREINTE;neutralisation du couloir de bus;2;2;;2020-07-07;2020-07-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.33882744984732, 48.86221882650665], [2.338848724880162, 48.86224749833803], [2.3388935462438623, 48.86226797228002], [2.339204784331713, 48.8621828384879], [2.339221466062563, 48.862147237277505], [2.339182099612276, 48.86212322496458], [2.33882744984732, 48.86221882650665]]]}";48.8621968426,2.33902967599
CP001953;;75013;14;2;RATP;TRAVAUX_OUVRAGE;Installation de Base vie pour travaux de création accès RATP;Place d'Italie;Entre bd de l'Hôpital et rue Godefroy;2021-05-06;2023-06-30;RESTREINTE;"Maintien d'une voie de circulation + le contre sens cyclable.
Neutralisation de tout le stationnement";2;2;;2021-04-16;2021-04-21;"{""type"": ""Polygon"", ""coordinates"": [[[2.356266323736409, 48.832131871258746], [2.356607039403807, 48.831867971158424], [2.356542323236257, 48.83184078128571], [2.356251089288552, 48.832048579498334], [2.356266323736409, 48.832131871258746]]]}";48.8319775809,2.35641137826
CP002155;;75013;14;2;RTE;ENTRETIEN_RESEAU;;Rue des Peupliers;N°53;2021-10-11;2021-11-29;SENS_UNIQUE;Maintien des accès pompiers, parc de stationnement;2;2;;2021-09-27;2021-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.352554202321603, 48.821515142649496], [2.352581372933443, 48.821826789762824], [2.352668564124241, 48.822060463585366], [2.352711776075273, 48.8220630772589], [2.352612844768787, 48.8217591406695], [2.352610070796201, 48.82148771726677], [2.352554202321603, 48.821515142649496]]]}";48.821776581,2.35261490089
CP002156;432237;75014;12;3;Hopital St Anne;CONSTRUCTION_IMMEUBLE;;Rue d'Alésia;Au N°2;2021-09-27;2023-10-31;RESTREINTE;Barrage de la contre allée;2;2;;2021-09-28;2021-09-28;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.336840870375747, 48.827340517859064], [2.338283320980389, 48.82711556942534], [2.338210939340991, 48.82701795172333], [2.336752701461381, 48.82724071349103], [2.336702212867174, 48.82737464379105], [2.336816104183031, 48.827369906143666], [2.336840870375747, 48.827340517859064]]], [[[2.338283320980389, 48.82711556942534], [2.338286882024942, 48.82712037111259], [2.338286950158202, 48.827115003112816], [2.338283320980389, 48.82711556942534]]]]}";48.8271879614,2.33747303791
CP001801;233051;75008;9;3;AMETIS;CONSTRUCTION_IMMEUBLE;Démolition puis construction d'un bâtiment.;17b rue d'Amsterdam;;2020-11-02;2022-03-23;RESTREINTE;Maintien d'une file de circulation et du double-sens cyclable.;2;2;;2020-11-19;2020-11-19;"{""type"": ""Polygon"", ""coordinates"": [[[2.326844689157782, 48.87741729930449], [2.326906747540015, 48.877416696753045], [2.326900254895835, 48.87724914349363], [2.326836002280098, 48.87725211334718], [2.326844689157782, 48.87741729930449]]]}";48.8773333064,2.32687197327
CP001806;;75008;9;3;Banque Lazard;REHABILITATION_IMMEUBLE;;Av Percier / bd Haussamnn;;2021-01-04;2022-12-17;RESTREINTE;Neutralisation de la voie bus de l'av Percier au droit de l'emprise.;2;2;;2020-11-26;2020-11-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.31455833179783, 48.87482033946956], [2.314410518140967, 48.874813544751476], [2.31437962918136, 48.87510485738427], [2.315073687012598, 48.87513262534182], [2.315077605877303, 48.87510885303505], [2.314533119469091, 48.87509145938819], [2.31455833179783, 48.87482033946956]]]}";48.874994528,2.31454277092
CP002149;;75017;9;1;STV;REAMENAGEMENT_VOIRIE;;Rue des Moines;entre l'av de Clichy et la rue Guy Moquet.;2021-09-27;2022-01-28;BARRAGE_TOTAL;;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVNO Rue des Moines.pdf;2021-09-22;2021-09-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.320856721419276, 48.890266312261126], [2.32075124083485, 48.89032707142609], [2.321957448904436, 48.891770515259715], [2.321937267668139, 48.89182918179103], [2.322161637405517, 48.891866256911335], [2.320856721419276, 48.890266312261126]]]}";48.8910551802,2.32142963079
CP002184;;75008;9;1;SD;REFECTION_CHAUSSEE;Mise en conformité du quai bus.;2 av du Président Wilson;à l'angle de la place de l'Alma;2021-11-29;2021-12-17;RESTREINTE;Neutralisation d'une file de circulation.;2;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR SD PMR 2, PrÃ©sident Wilson.pdf;2021-10-29;2021-10-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.300986534317679, 48.86483852218361], [2.300905470569017, 48.86483209949611], [2.300669600384455, 48.864938990556816], [2.300717664361908, 48.86498567242995], [2.300998693219988, 48.86487309584073], [2.300986534317679, 48.86483852218361]]]}";48.8649023623,2.30083659118
CP001644;193379;75012;14;1;SAP-DGT;TRAVAUX_OUVRAGE;Rénovation SGL Bercy;Quai de Bercy;en vis-à-vis  du 238;2020-09-15;2021-11-10;RESTREINTE;Maintien d'une file de circulation;2;2;;2020-06-17;2021-09-23;"{""type"": ""Polygon"", ""coordinates"": [[[2.375166947616423, 48.83957496923467], [2.375211536771384, 48.839584244328485], [2.375615177368694, 48.839232272713254], [2.375588839523393, 48.83920405622007], [2.375165500496663, 48.83957543743861], [2.375166226908105, 48.83957496547009], [2.375166947616423, 48.83957496923467]]]}";48.8393974629,2.37539678556
CP001564;;75008;9;3;M.Henriot;REHABILITATION_IMMEUBLE;;rue de Monceau/place Rio de Janeiro/lisbonne;n°48/48b,n°2,n°48/48b;2020-01-06;2022-01-28;RESTREINTE;maintien d'une file de circulation en permanence dans les deux rues ,maintien du contresens vélos rue de Monceau.;2;2;;2019-11-29;2021-09-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.311324344550051, 48.87793386263572], [2.311616901124716, 48.87765908522668], [2.311622070520276, 48.87757590820122], [2.311028206046456, 48.877556387389895], [2.311019641963449, 48.877588546995455], [2.310938261651911, 48.87758807859826], [2.310914202660544, 48.8775610993668], [2.310739269930195, 48.877557407766645], [2.3106577830936432, 48.877564991238756], [2.310620885181871, 48.87763250881442], [2.310631345546689, 48.87765993321083], [2.310678319241679, 48.877654255480245], [2.310719377836809, 48.877686614451285], [2.310716828477381, 48.87771563939697], [2.31123832743573, 48.87797631294788], [2.311324344550051, 48.87793386263572]]]}";48.8777133877,2.31115149415
CP000411;;75002;11;3;OPPIC;REHABILITATION_IMMEUBLE;Réhabilitation de la BNF;Rue Vivienne;du n°3 au n°7;2017-08-31;2022-08-31;RESTREINTE;Inversion de sens de la voie;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2017_09_Vivienne_2eme_BNF.pdf;2017-09-18;2021-01-14;"{""type"": ""Polygon"", ""coordinates"": [[[2.3394385851198303, 48.86790967485922], [2.339528291282916, 48.8678940653741], [2.339098758935255, 48.8671159907392], [2.338710494041781, 48.86637438824708], [2.338638122933645, 48.86639302478267], [2.3394385851198303, 48.86790967485922]]]}";48.8671671873,2.33908926052
CP001985;389431;75015;13;2;RATP;TRAVAUX_OUVRAGE;réfection de la peinture du  viaduc L6;bd de Grenelle;en vis à vis du 115 au 139;2021-05-10;2021-10-31;RESTREINTE;circulation réduite au droit de l'emprise de grutage.;2;2;;2021-05-12;2021-05-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.298289450879879, 48.849049849142084], [2.2997558240663922, 48.84859537668054], [2.301229368491968, 48.84814187962158], [2.301338291328388, 48.84808540619367], [2.301241319784631, 48.84794967999623], [2.299146461168213, 48.8485970438263], [2.298274096781383, 48.84885130303877], [2.298263746095202, 48.84887027913946], [2.298095008635305, 48.84892354338382], [2.298084951362854, 48.8489206289043], [2.298159948389528, 48.84902767391561], [2.298289450879879, 48.849049849142084]]]}";48.8485148001,2.29971060938
CP002097;;75020;10;2;RTE;CREATION_RESEAUX;Construction d'une liaison souterraine  Gambetta /Vincennes;rue des Balkans;entre la rue de Bagnolet/rue Vitruve.;2021-08-17;2021-12-03;IMPASSE;selon le phasage des travaux.;2;2;;2021-07-15;2021-07-15;"{""type"": ""Polygon"", ""coordinates"": [[[2.405919345465738, 48.86180716982869], [2.406530128737669, 48.86104254948948], [2.406771804458956, 48.86053913813739], [2.406994487289126, 48.86027451646622], [2.407286524149574, 48.85963446420379], [2.407331421682567, 48.85962126566193], [2.407242389992828, 48.859580563771026], [2.406958549392383, 48.86021528839535], [2.406929280461115, 48.86028492968958], [2.406801593250696, 48.86042386949872], [2.406739690536576, 48.860501401687095], [2.406423755317608, 48.86109570369114], [2.405891971872348, 48.86171040591811], [2.405851263106531, 48.86171288835457], [2.405919345465738, 48.86180716982869]]]}";48.8607650288,2.40660595629
